ticket_id,created_date,ticket_text,product_name,product_segment,ticket_category,priority,sentiment,confidence_score,escalated,resolution_text,resolved_date,resolution_days,auto_resolved,customer_satisfaction_score
TKT104355,2023-11-17,Product images of kitchen knife set on the listing are clearly misleading and did not match item in #ORD1673434.,kitchen knife set,Home & Kitchen,Seller & Product Listing,Medium,Slightly Negative,0.76,No,Counterfeit complaint forwarded to brand protection and legal team.,2023-11-25,8,No,4
TKT104356,2024-11-21,I returned mattress (order #ORD8586250) but received the wrong item back instead of a refund.,mattress,Home & Kitchen,Refund & Return,High,Very Negative,0.96,No,Duplicate charge of ₹982 reversed immediately to original payment source.,2024-11-26,5,No,1
TKT104357,2024-10-13,My return for curtains (order #ORD5428645) was rejected without any reason or explanation.,curtains,Home & Kitchen,Refund & Return,High,Negative,0.67,Yes,Refund credited to store wallet as per customer preference.,2024-10-14,1,No,3
TKT104358,2023-07-16,My Business account features were downgraded to personal without any notification.,dumbbells set,Sports & Fitness,Account & Login,High,Negative,0.9,No,Password reset link sent to registered email and SMS.,2023-07-17,1,No,3
TKT104359,2023-09-10,I received a completely damaged science encyclopedia in order #ORD9150598. The packaging was torn and the item is unusable.,science encyclopedia,Books & Education,Delivery Issue,High,Negative,0.95,No,Complaint escalated to logistics team. Full refund processed as compensation for delay.,2023-09-15,5,No,3
TKT104360,2023-03-14,No OTP was asked before delivering my herbal tea (order #ORD6684714) to an unknown person.,herbal tea,Grocery & Health,Delivery Issue,High,Very Negative,0.67,Yes,Delivery rescheduled as per customer's preferred slot. Partner notified.,2023-03-19,5,No,3
TKT104361,2023-11-27,I need a refund for my programming book (order #ORD1903335) as I accidentally ordered duplicate.,programming book,Books & Education,Refund & Return,Low,Neutral,0.88,No,Exchange processed for correct size/variant. New item dispatched.,2023-11-29,2,Yes,5
TKT104362,2024-01-08,My return for organic honey (order #ORD7732109) was rejected without any reason or explanation.,organic honey,Grocery & Health,Refund & Return,High,Very Negative,0.92,No,Return pickup scheduled for next business day. Refund post quality check.,2024-01-10,2,No,2
TKT104363,2023-07-30,Screen of my science kit (order #ORD9868415) has dead pixels right out of the box.,science kit,Toys & Games,Product Issue,High,Very Negative,0.67,Yes,Compatibility issue noted. Full refund processed. Listing updated.,2023-08-06,7,No,3
TKT104364,2023-06-08,The battery of my wall clock (order #ORD5029819) drains within 10 hours. Completely defective.,wall clock,Home & Kitchen,Product Issue,High,Very Negative,0.8,Yes,Defect acknowledged. Customer given choice of refund or replacement.,2023-06-09,1,No,2
TKT104365,2023-02-14,PhonePe payment for sunglasses order #ORD1941367 was debited but transaction shows failed on your end.,sunglasses,Fashion,Payment Issue,Low,Positive,0.79,No,EMI plan restored to original terms. Difference amount adjusted.,2023-02-18,4,No,4
TKT104366,2024-08-28,Tax amount on self-help book (order #ORD8419335) invoice does not match what was shown at checkout.,self-help book,Books & Education,Payment Issue,Medium,Slightly Negative,0.67,No,Currency mismatch corrected. Differential amount of ₹7552 refunded.,2024-09-01,4,No,5
TKT104367,2024-07-26,No OTP was asked before delivering my pressure cooker (order #ORD5673495) to an unknown person.,pressure cooker,Home & Kitchen,Delivery Issue,High,Very Negative,0.86,Yes,Complaint escalated to logistics team. Full refund processed as compensation for delay.,2024-07-30,4,No,2
TKT104368,2024-06-17,I was charged in USD instead of INR for my dry fruits pack order #ORD3338727. Currency conversion not expected.,dry fruits pack,Grocery & Health,Payment Issue,High,Negative,0.99,No,Duplicate payment of ₹5657 refunded to original payment source within 2 days.,2024-06-23,6,No,1
TKT104369,2023-08-12,My payment for protein shaker order #ORD4894603 failed but money was deducted from my bank account.,protein shaker,Sports & Fitness,Payment Issue,High,Negative,0.96,No,Net banking failure confirmed with bank. Refund initiated from our end.,2023-08-13,1,No,2
TKT104370,2023-09-21,The price of dumbbells set I ordered (#ORD5167757) was changed after I placed the order. This is not acceptable.,dumbbells set,Sports & Fitness,Seller & Product Listing,High,Very Negative,0.71,Yes,Seller listing flagged for review. Customer compensated with ₹4974 coupon.,2023-09-24,3,No,3
TKT104371,2024-09-18,"I received an email saying my account password was changed, but I did not do this.",fitness tracker,Sports & Fitness,Account & Login,High,Very Negative,0.84,Yes,Duplicate accounts merged. Order history combined successfully.,2024-09-19,1,No,3
TKT104372,2023-04-12,I need a corrected GST invoice for puzzle set order #ORD1305603. The current one has wrong GSTIN details.,puzzle set,Toys & Games,Payment Issue,High,Negative,0.66,Yes,EMI plan restored to original terms. Difference amount adjusted.,2023-04-14,2,No,3
TKT104373,2024-02-24,I can't add my new card to buy my gaming console. Getting error code ERR839 at checkout.,gaming console,Electronics,Payment Issue,Medium,Slightly Negative,0.76,No,Duplicate payment of ₹8898 refunded to original payment source within 2 days.,2024-03-03,8,No,4
TKT104374,2023-11-07,The wireless earbuds in order #ORD1552303 is not compatible with my existing device as mentioned in the listing.,wireless earbuds,Electronics,Product Issue,Medium,Slightly Negative,0.96,No,Defect acknowledged. Customer given choice of refund or replacement.,2023-11-15,8,No,3
TKT104375,2023-12-22,The gaming console received in order #ORD7872579 has scratches and dents. Looks like a returned/used item.,gaming console,Electronics,Product Issue,Medium,Slightly Negative,0.76,No,Compatibility issue noted. Full refund processed. Listing updated.,2023-12-24,2,No,3
TKT104376,2024-05-26,I want to update my mobile number but OTP is not being received on new number.,handbag,Fashion,Account & Login,Medium,Neutral,0.93,No,Account deletion request accepted. All data removed within 30 days.,2024-05-31,5,No,4
TKT104377,2023-08-26,My gym wear from order #ORD6768326 makes unusual noise during operation from day one.,gym wear,Fashion,Product Issue,Medium,Neutral,0.74,No,Defect acknowledged. Customer given choice of refund or replacement.,2023-09-01,6,No,5
TKT104378,2023-04-22,My handbag from order #ORD1714233 appears to be counterfeit/fake. Not the original brand.,handbag,Fashion,Product Issue,High,Very Negative,0.69,Yes,Warranty claim initiated. Brand service center ticket #SVC27963 created.,2023-04-24,2,No,1
TKT104379,2023-04-03,Push notifications for my doll house order #ORD9758429 are not coming even though enabled.,doll house,Toys & Games,App & Website Issue,Low,Neutral,0.78,No,App cache clear resolved the issue. Customer guided through fix.,2023-04-07,4,No,5
TKT104380,2024-07-11,My comic book series (order #ORD1461093) overheats dangerously. This is a serious safety concern.,comic book series,Books & Education,Product Issue,High,Very Negative,0.98,No,Missing accessory shipped separately at no additional cost.,2024-07-14,3,No,2
TKT104381,2023-09-21,"I'm getting conflicting tracking updates for my gym wear order #ORD4661432. First delivered, then in transit.",gym wear,Fashion,Delivery Issue,Medium,Slightly Negative,0.86,No,Redelivery initiated with courier partner. Expected within 2 business days.,2023-10-01,10,No,5
TKT104382,2023-09-08,Wrong variant of bathroom accessories set delivered in order #ORD9949005. I ordered 128GB but got 64GB.,bathroom accessories set,Home & Kitchen,Product Issue,High,Very Negative,0.95,No,Counterfeit product complaint escalated to brand protection team.,2023-09-15,7,No,2
TKT104383,2023-10-27,Seller is refusing to honor the warranty on my electric toothbrush (order #ORD6819330). Claims it was user damage.,electric toothbrush,Electronics,Seller & Product Listing,High,Very Negative,0.68,Yes,Seller listing flagged for review. Customer compensated with ₹9986 coupon.,2023-11-01,5,No,1
TKT104384,2024-06-29,My protein shaker return for order #ORD8569219 has been in transit for 6 days. Worried it's lost.,protein shaker,Sports & Fitness,Refund & Return,Low,Neutral,0.93,No,Return pickup scheduled for next business day. Refund post quality check.,2024-07-08,9,Yes,5
TKT104385,2024-07-07,Order #ORD4306809 shows 14 attempts but nobody came. My cap is still not delivered.,cap,Fashion,Delivery Issue,Low,Neutral,0.68,No,Mis-delivery case raised. Correct address flagged for re-dispatch.,2024-07-08,1,No,5
TKT104386,2024-05-30,How do I return my sports shoes from order #ORD9699967? It is defective and within the return window.,sports shoes,Fashion,Refund & Return,Low,Positive,0.82,No,Return pickup scheduled for next business day. Refund post quality check.,2024-06-08,9,No,4
TKT104387,2023-03-26,Buy Now Pay Later option for my atta (wheat flour) is not available on checkout despite being eligible.,atta (wheat flour),Grocery & Health,Payment Issue,Medium,Neutral,0.8,No,Payment authorization hold released. No amount was actually charged.,2023-04-02,7,No,3
TKT104388,2024-07-06,My credit card EMI for organic honey was cancelled midway. Now I'm being charged full amount.,organic honey,Grocery & Health,Payment Issue,High,Negative,0.68,Yes,Payment failure investigated. Order confirmed manually. No re-charge needed.,2024-07-10,4,No,1
TKT104389,2024-09-12,The remote control drone I ordered (#ORD2938187) has a different brand name than what was listed. Possible fraud.,remote control drone,Toys & Games,Seller & Product Listing,High,Negative,0.88,Yes,Counterfeit complaint forwarded to brand protection and legal team.,2024-09-14,2,No,2
TKT104390,2023-04-06,Seller is refusing to honor the warranty on my comic book series (order #ORD7923927). Claims it was user damage.,comic book series,Books & Education,Seller & Product Listing,High,Negative,0.66,Yes,Seller warned and ticket escalated to seller performance team.,2023-04-13,7,No,1
TKT104391,2024-05-09,Two accounts were created with the same email address. I need them merged.,RC car,Toys & Games,Account & Login,Low,Neutral,0.86,No,Duplicate accounts merged. Order history combined successfully.,2024-05-12,3,Yes,4
TKT104392,2023-06-24,Wrong item delivered for order #ORD4853208. I ordered a running shoes but got something entirely different.,running shoes,Sports & Fitness,Delivery Issue,High,Very Negative,0.7,Yes,Delivery attempt verified false. Refund or re-shipment offered to customer.,2023-06-27,3,No,1
TKT104393,2023-04-21,I got a partial refund for my shoe rack (order #ORD6776060) but I deserve a full refund for the defect.,shoe rack,Home & Kitchen,Refund & Return,High,Negative,0.86,Yes,Accidental order refund approved. Amount credited within 2 days.,2023-04-23,2,No,2
TKT104394,2023-02-28,My cart items keep disappearing when I switch between the app and website.,programming book,Books & Education,App & Website Issue,Low,Positive,0.81,No,Bug reported to tech team. Workaround shared with customer.,2023-03-10,10,No,4
TKT104395,2023-10-10,My bathroom accessories set order #ORD6728458 has been out for delivery since morning but still hasn't reached me.,bathroom accessories set,Home & Kitchen,Delivery Issue,Medium,Neutral,0.76,No,Courier partner penalized for non-delivery. Fresh delivery arranged.,2023-10-17,7,No,5
TKT104396,2024-05-04,Bulk order of cycling gloves (order #ORD8001907) was fulfilled partially. Seller says rest is out of stock.,cycling gloves,Sports & Fitness,Seller & Product Listing,Low,Positive,0.72,No,Counterfeit complaint forwarded to brand protection and legal team.,2024-05-05,1,No,4
TKT104397,2024-02-11,I need a refund for my history textbook (order #ORD1206123) as I accidentally ordered duplicate.,history textbook,Books & Education,Refund & Return,Low,Positive,0.67,No,Replacement dispatched without requiring return of defective item.,2024-02-16,5,No,5
TKT104398,2024-04-30,I'm unable to write a review for my shoe rack purchase (order #ORD6881064). Form doesn't submit.,shoe rack,Home & Kitchen,App & Website Issue,Low,Positive,0.94,No,App cache clear resolved the issue. Customer guided through fix.,2024-05-06,6,Yes,5
TKT104399,2024-05-22,My cart items keep disappearing when I switch between the app and website.,robot vacuum,Electronics,App & Website Issue,Medium,Slightly Negative,0.72,No,Tracking feature restored post app update rollback for customer.,2024-06-01,10,No,4
TKT104400,2024-01-05,Refund status for robot vacuum order #ORD1163125 still shows processing after 12 business days.,robot vacuum,Electronics,Refund & Return,Medium,Slightly Negative,0.8,No,Duplicate charge of ₹5667 reversed immediately to original payment source.,2024-01-10,5,No,4
TKT104401,2023-03-16,Two accounts were created with the same email address. I need them merged.,pressure cooker,Home & Kitchen,Account & Login,Low,Neutral,0.98,No,Blocked account reviewed. Restored after confirming no policy violation.,2023-03-19,3,Yes,4
TKT104402,2024-08-08,Bulk order of water purifier (order #ORD5732502) was fulfilled partially. Seller says rest is out of stock.,water purifier,Home & Kitchen,Seller & Product Listing,Medium,Neutral,0.94,No,Platform mediated the dispute. Refund of ₹7408 issued to customer.,2024-08-13,5,No,3
TKT104403,2023-07-27,My return for air purifier (order #ORD1941300) was rejected without any reason or explanation.,air purifier,Electronics,Refund & Return,High,Very Negative,0.84,Yes,Quality check review overridden. Refund of ₹5157 processed.,2023-07-29,2,No,3
TKT104404,2024-09-15,My laptop (order #ORD2876000) is missing key accessories that were listed in the product details.,laptop,Electronics,Product Issue,Low,Neutral,0.91,No,Compatibility issue noted. Full refund processed. Listing updated.,2024-09-19,4,Yes,5
TKT104405,2023-05-31,The science encyclopedia received in order #ORD8600108 has scratches and dents. Looks like a returned/used item.,science encyclopedia,Books & Education,Product Issue,High,Very Negative,0.96,No,Wrong variant issue confirmed. Correct item dispatched. Return arranged.,2023-06-01,1,No,4
TKT104406,2024-05-26,Two accounts were created with the same email address. I need them merged.,handbag,Fashion,Account & Login,Low,Positive,0.75,No,Loyalty points restored after audit confirmed erroneous deduction.,2024-05-30,4,No,5
TKT104407,2023-07-04,The quality check team rejected my pressure cooker return (order #ORD7493408) unfairly. Item has factory defect.,pressure cooker,Home & Kitchen,Refund & Return,High,Negative,0.77,Yes,Accidental order refund approved. Amount credited within 2 days.,2023-07-07,3,No,4
TKT104408,2023-07-27,I paid using net banking for makeup brush set but order #ORD7841207 is showing as 'payment failed'.,makeup brush set,Beauty & Personal Care,Payment Issue,High,Negative,0.97,No,Payment failure investigated. Order confirmed manually. No re-charge needed.,2023-07-31,4,No,2
TKT104409,2024-04-26,The return label for DSLR camera order #ORD3437414 is invalid. I cannot complete the return.,DSLR camera,Electronics,Refund & Return,Medium,Slightly Negative,0.98,No,Refund of ₹4980 approved and will be credited within 3-5 business days.,2024-04-29,3,No,4
TKT104410,2024-07-24,"I received an email saying my account password was changed, but I did not do this.",heels,Fashion,Account & Login,High,Negative,0.83,Yes,Account deletion request accepted. All data removed within 30 days.,2024-07-25,1,No,3
TKT104411,2024-10-11,Product images for cookbook are not loading on the app. Showing broken icons.,cookbook,Books & Education,App & Website Issue,Low,Positive,0.89,No,Issue escalated to product team. Scheduled for next sprint fix.,2024-10-15,4,Yes,5
TKT104412,2023-04-08,Package for order #ORD4143080 containing action camera was left outside and appears to have been stolen.,action camera,Electronics,Delivery Issue,High,Negative,0.78,Yes,Partial delivery issue resolved. Missing items shipped separately.,2023-04-14,6,No,4
TKT104413,2024-08-15,Size/color of women's kurti in order #ORD2751849 does not match what was shown on the website.,women's kurti,Fashion,Product Issue,Medium,Neutral,0.81,No,Full refund processed. Seller account flagged for quality investigation.,2024-08-23,8,No,5
TKT104414,2024-02-21,The website is extremely slow while loading electric kettle pages. Taking over 8 minutes.,electric kettle,Electronics,App & Website Issue,Low,Positive,0.92,No,App cache clear resolved the issue. Customer guided through fix.,2024-02-27,6,Yes,5
TKT104415,2024-03-30,I paid for express delivery on my dining table order #ORD4610564 but it's been 3 days. Refund delivery charge.,dining table,Home & Kitchen,Delivery Issue,Medium,Neutral,0.69,No,Express delivery charge refunded. Ticket closed after confirmation.,2024-03-31,1,No,5
TKT104416,2024-06-16,I want to permanently delete my account and all associated personal data from the platform.,shoe rack,Home & Kitchen,Account & Login,Low,Positive,0.7,No,Saved addresses restored from backup. Customer notified.,2024-06-23,7,No,4
TKT104417,2023-05-10,"I received an email saying my account password was changed, but I did not do this.",tablet,Electronics,Account & Login,High,Negative,0.66,Yes,Account secured. All suspicious sessions terminated. 2FA enabled.,2023-05-16,6,No,4
TKT104418,2024-06-22,I can see a pending authorization of ₹1942 for my LEGO set that is now days old. Please release.,LEGO set,Toys & Games,Payment Issue,Medium,Slightly Negative,0.68,No,Currency mismatch corrected. Differential amount of ₹1942 refunded.,2024-07-02,10,No,5
TKT104419,2023-08-08,My Business account features were downgraded to personal without any notification.,cap,Fashion,Account & Login,High,Negative,0.95,No,Blocked account reviewed. Restored after confirming no policy violation.,2023-08-12,4,No,4
TKT104420,2023-05-19,Seller is refusing to honor the warranty on my winter jacket (order #ORD3663789). Claims it was user damage.,winter jacket,Fashion,Seller & Product Listing,High,Very Negative,0.85,Yes,Seller warned and ticket escalated to seller performance team.,2023-05-24,5,No,2
TKT104421,2024-03-07,I paid using net banking for breakfast cereal but order #ORD7334298 is showing as 'payment failed'.,breakfast cereal,Grocery & Health,Payment Issue,High,Very Negative,0.73,Yes,Wallet deduction of ₹9485 reversed. Correct payment link resent.,2024-03-14,7,No,3
TKT104422,2024-11-22,Product images for protein shaker are not loading on the app. Showing broken icons.,protein shaker,Sports & Fitness,App & Website Issue,Medium,Neutral,0.87,No,Issue escalated to product team. Scheduled for next sprint fix.,2024-12-02,10,No,5
TKT104423,2024-10-18,I returned management book (order #ORD1627704) but received the wrong item back instead of a refund.,management book,Books & Education,Refund & Return,High,Very Negative,0.83,Yes,Refund of ₹6852 approved and will be credited within 3-5 business days.,2024-10-21,3,No,4
TKT104424,2023-12-08,I was charged twice for order #ORD4849713 (men's t-shirt). Please refund the duplicate payment immediately.,men's t-shirt,Fashion,Refund & Return,High,Negative,0.7,Yes,Replacement dispatched without requiring return of defective item.,2023-12-09,1,No,2
TKT104425,2024-03-15,Push notifications for my laptop order #ORD7889628 are not coming even though enabled.,laptop,Electronics,App & Website Issue,Low,Positive,0.84,No,Bug reported to tech team. Workaround shared with customer.,2024-03-21,6,No,5
TKT104426,2023-08-03,My storage rack from order #ORD7698551 has developed a defect within the warranty period.,storage rack,Home & Kitchen,Product Issue,High,Very Negative,0.76,Yes,Counterfeit product complaint escalated to brand protection team.,2023-08-05,2,No,2
TKT104427,2024-09-01,The board game I received in order #ORD3656687 stopped working after just 10 days of use.,board game,Toys & Games,Product Issue,High,Negative,0.97,No,Safety concern escalated on priority. Product recalled from customer.,2024-09-07,6,No,3
TKT104428,2023-01-23,My refrigerator from order #ORD9108772 makes unusual noise during operation from day one.,refrigerator,Electronics,Product Issue,Medium,Neutral,0.78,No,Replacement refrigerator dispatched after quality team verification.,2023-01-30,7,No,4
TKT104429,2024-11-02,I cannot apply filters on the cycling gloves category page. The filter panel doesn't load.,cycling gloves,Sports & Fitness,App & Website Issue,Low,Positive,0.93,No,Server-side fix deployed. Feature restored for all users.,2024-11-08,6,Yes,4
TKT104430,2024-08-06,I can see a pending authorization of ₹9668 for my shampoo that is now days old. Please release.,shampoo,Beauty & Personal Care,Payment Issue,Medium,Neutral,0.75,No,Payment failure investigated. Order confirmed manually. No re-charge needed.,2024-08-13,7,No,4
TKT104431,2023-02-21,My beard trimmer order #ORD2035907 has been out for delivery since morning but still hasn't reached me.,beard trimmer,Beauty & Personal Care,Delivery Issue,Medium,Neutral,0.89,No,Mis-delivery case raised. Correct address flagged for re-dispatch.,2023-02-22,1,No,5
TKT104432,2023-08-23,Order #ORD3546528 (tennis racket) is stuck in transit for 12 days. No movement on tracking at all.,tennis racket,Sports & Fitness,Delivery Issue,Medium,Neutral,0.78,No,Lost package claim filed. Refund of ₹5620 processed within 5-7 business days.,2023-08-28,5,No,5
TKT104433,2024-01-27,My robot vacuum (order #ORD8777294) is missing key accessories that were listed in the product details.,robot vacuum,Electronics,Product Issue,Medium,Slightly Negative,0.98,No,Used/refurbished item confirmed. Full refund + ₹8765 compensation issued.,2024-01-29,2,No,4
TKT104434,2023-06-24,I have a valid coupon for electric toothbrush but it's not applying at checkout. Coupon code: ERR937.,electric toothbrush,Electronics,Payment Issue,Low,Positive,0.74,No,Payment failure investigated. Order confirmed manually. No re-charge needed.,2023-06-27,3,No,5
TKT104435,2023-02-23,My payment for face wash order #ORD5205300 failed but money was deducted from my bank account.,face wash,Beauty & Personal Care,Payment Issue,High,Negative,0.73,Yes,Net banking failure confirmed with bank. Refund initiated from our end.,2023-02-26,3,No,1
TKT104436,2024-04-23,Cashback for my wallet (order #ORD7842176) was not credited as per the offer terms. 13 days passed.,wallet,Fashion,Payment Issue,Medium,Slightly Negative,0.68,No,Wallet deduction of ₹8729 reversed. Correct payment link resent.,2024-04-24,1,No,5
TKT104437,2024-10-05,I initiated a return for kitchen knife set (order #ORD2396192) over a week ago. No pickup has been scheduled yet.,kitchen knife set,Home & Kitchen,Refund & Return,Medium,Slightly Negative,0.97,No,Return policy exception granted. Full refund approved by senior team.,2024-10-08,3,No,5
TKT104438,2024-09-20,I cannot apply filters on the cycling helmet category page. The filter panel doesn't load.,cycling helmet,Sports & Fitness,App & Website Issue,Low,Positive,0.78,No,Bug reported to tech team. Workaround shared with customer.,2024-09-21,1,No,4
TKT104439,2023-04-03,I paid using net banking for electric kettle but order #ORD6096035 is showing as 'payment failed'.,electric kettle,Electronics,Payment Issue,High,Negative,0.66,Yes,Cashback of ₹1462 credited after verification with offers team.,2023-04-10,7,No,3
TKT104440,2024-06-17,Refund status for science encyclopedia order #ORD3538073 still shows processing after 13 business days.,science encyclopedia,Books & Education,Refund & Return,Medium,Neutral,0.96,No,Duplicate charge of ₹7506 reversed immediately to original payment source.,2024-06-26,9,No,4
TKT104441,2024-12-21,PhonePe payment for bluetooth speaker order #ORD9505747 was debited but transaction shows failed on your end.,bluetooth speaker,Electronics,Payment Issue,High,Negative,0.78,Yes,Currency mismatch corrected. Differential amount of ₹613 refunded.,2024-12-22,1,No,3
TKT104442,2024-06-30,My loyalty/reward points (500 points) were deducted without any purchase from my side.,saree,Fashion,Account & Login,Low,Neutral,0.75,No,Loyalty points restored after audit confirmed erroneous deduction.,2024-07-07,7,No,4
TKT104443,2024-02-26,Cashback for my curtains (order #ORD1556337) was not credited as per the offer terms. 11 days passed.,curtains,Home & Kitchen,Payment Issue,Medium,Slightly Negative,0.93,No,Wallet deduction of ₹5402 reversed. Correct payment link resent.,2024-03-03,6,No,4
TKT104444,2023-04-01,I received a completely damaged gym bag in order #ORD6810803. The packaging was torn and the item is unusable.,gym bag,Sports & Fitness,Delivery Issue,High,Negative,0.89,Yes,Partial delivery issue resolved. Missing items shipped separately.,2023-04-07,6,No,1
TKT104445,2023-11-29,Tax amount on bedsheet set (order #ORD7895412) invoice does not match what was shown at checkout.,bedsheet set,Home & Kitchen,Payment Issue,Medium,Slightly Negative,0.72,No,Payment failure investigated. Order confirmed manually. No re-charge needed.,2023-12-01,2,No,3
TKT104446,2024-01-31,The science kit I bought from a third-party seller in order #ORD4415800 is not as described. Seller is unresponsive.,science kit,Toys & Games,Seller & Product Listing,High,Negative,0.97,No,Partial order issue resolved. Remaining items shipped or refunded.,2024-02-01,1,No,1
TKT104447,2024-08-12,The color of dry fruits pack (order #ORD8831085) is completely different from what is shown online. Dark vs light.,dry fruits pack,Grocery & Health,Product Issue,Medium,Slightly Negative,0.99,No,Missing accessory shipped separately at no additional cost.,2024-08-17,5,No,4
TKT104448,2023-01-30,PhonePe payment for beard trimmer order #ORD2056142 was debited but transaction shows failed on your end.,beard trimmer,Beauty & Personal Care,Payment Issue,High,Negative,0.69,Yes,EMI plan restored to original terms. Difference amount adjusted.,2023-02-04,5,No,3
TKT104449,2023-08-27,My dumbbells set from order #ORD7010658 appears to be counterfeit/fake. Not the original brand.,dumbbells set,Sports & Fitness,Product Issue,High,Very Negative,0.9,No,Replacement dumbbells set dispatched after quality team verification.,2023-08-28,1,No,3
TKT104450,2024-11-11,The comic book series I bought from a third-party seller in order #ORD9542686 is not as described. Seller is unresponsive.,comic book series,Books & Education,Seller & Product Listing,Low,Positive,0.96,No,Seller listing flagged for review. Customer compensated with ₹747 coupon.,2024-11-21,10,Yes,5
TKT104451,2024-07-30,The laptop received in order #ORD8478566 has scratches and dents. Looks like a returned/used item.,laptop,Electronics,Product Issue,High,Negative,0.81,Yes,Warranty claim initiated. Brand service center ticket #SVC17422 created.,2024-08-04,5,No,4
TKT104452,2023-04-05,I was charged in USD instead of INR for my rice order #ORD5760965. Currency conversion not expected.,rice,Grocery & Health,Payment Issue,High,Negative,0.99,No,Net banking failure confirmed with bank. Refund initiated from our end.,2023-04-09,4,No,1
TKT104453,2023-10-19,My cooking oil from order #ORD4913186 appears to be counterfeit/fake. Not the original brand.,cooking oil,Grocery & Health,Product Issue,High,Negative,0.73,Yes,Wrong variant issue confirmed. Correct item dispatched. Return arranged.,2023-10-23,4,No,3
TKT104454,2023-09-15,I need to change the delivery address for my rice order #ORD7748450 before it is dispatched.,rice,Grocery & Health,Delivery Issue,Low,Positive,0.97,No,Delivery rescheduled as per customer's preferred slot. Partner notified.,2023-09-17,2,Yes,4
TKT104455,2023-01-27,I want to permanently delete my account and all associated personal data from the platform.,running shoes,Sports & Fitness,Account & Login,Low,Positive,0.72,No,Subscription benefits restored after backend sync with billing team.,2023-02-02,6,No,5
TKT104456,2023-09-10,The delivery slot I selected for my herbal tea order #ORD8142635 was not honored. This is the second rescheduling.,herbal tea,Grocery & Health,Delivery Issue,Medium,Neutral,0.7,No,Mis-delivery case raised. Correct address flagged for re-dispatch.,2023-09-20,10,No,3
TKT104457,2023-09-05,No OTP was asked before delivering my innerwear (order #ORD3481234) to an unknown person.,innerwear,Fashion,Delivery Issue,High,Very Negative,0.8,Yes,Delivery attempt verified false. Refund or re-shipment offered to customer.,2023-09-06,1,No,4
TKT104458,2024-08-24,Two accounts were created with the same email address. I need them merged.,sports shoes,Fashion,Account & Login,Low,Neutral,0.79,No,Blocked account reviewed. Restored after confirming no policy violation.,2024-09-01,8,No,4
TKT104459,2023-10-30,Tax amount on coffee beans (order #ORD7222040) invoice does not match what was shown at checkout.,coffee beans,Grocery & Health,Payment Issue,Medium,Slightly Negative,0.72,No,Net banking failure confirmed with bank. Refund initiated from our end.,2023-11-01,2,No,3
TKT104460,2023-06-09,I returned my dumbbells set via courier as instructed for order #ORD6968044 but the seller claims not received.,dumbbells set,Sports & Fitness,Refund & Return,High,Negative,0.86,Yes,Replacement dispatched without requiring return of defective item.,2023-06-11,2,No,3
TKT104461,2024-07-08,Cashback for my electric kettle (order #ORD7104934) was not credited as per the offer terms. 8 days passed.,electric kettle,Electronics,Payment Issue,Medium,Neutral,0.74,No,Coupon issue escalated to promotions team. Manual discount of ₹666 applied.,2024-07-10,2,No,4
TKT104462,2024-08-04,Refund status for lipstick order #ORD1951395 still shows processing after 4 business days.,lipstick,Beauty & Personal Care,Refund & Return,Medium,Slightly Negative,0.7,No,Seller notified of return in transit. Refund released on priority basis.,2024-08-07,3,No,3
TKT104463,2024-06-04,Tax amount on tablet (order #ORD4074931) invoice does not match what was shown at checkout.,tablet,Electronics,Payment Issue,Medium,Slightly Negative,0.86,No,Payment authorization hold released. No amount was actually charged.,2024-06-08,4,No,3
TKT104464,2023-10-03,My water purifier (order #ORD6421276) smells strange and appears to have been used before. Not new.,water purifier,Home & Kitchen,Product Issue,High,Negative,0.8,Yes,Replacement water purifier dispatched after quality team verification.,2023-10-09,6,No,1
TKT104465,2024-10-23,The cycling helmet I bought from a third-party seller in order #ORD4777088 is not as described. Seller is unresponsive.,cycling helmet,Sports & Fitness,Seller & Product Listing,High,Negative,0.83,Yes,Counterfeit complaint forwarded to brand protection and legal team.,2024-10-30,7,No,4
TKT104466,2023-11-03,My cart items keep disappearing when I switch between the app and website.,power bank,Electronics,App & Website Issue,Medium,Neutral,0.69,No,Issue escalated to product team. Scheduled for next sprint fix.,2023-11-13,10,No,3
TKT104467,2023-11-08,The quality check team rejected my body lotion return (order #ORD3772506) unfairly. Item has factory defect.,body lotion,Beauty & Personal Care,Refund & Return,High,Very Negative,0.82,Yes,Return policy exception granted. Full refund approved by senior team.,2023-11-12,4,No,4
TKT104468,2024-10-17,My kitchen knife set (order #ORD6379268) stopped charging after 13 days. Battery won't hold charge at all.,kitchen knife set,Home & Kitchen,Product Issue,High,Very Negative,0.91,No,Warranty claim initiated. Brand service center ticket #SVC51831 created.,2024-10-21,4,No,4
TKT104469,2023-12-18,Order #ORD5287027 was marked returned to seller but I never refused the delivery of my moisturizer.,moisturizer,Beauty & Personal Care,Delivery Issue,High,Very Negative,0.78,Yes,Courier partner penalized for non-delivery. Fresh delivery arranged.,2023-12-20,2,No,3
TKT104470,2023-10-08,Product images of rice on the listing are clearly misleading and did not match item in #ORD9391443.,rice,Grocery & Health,Seller & Product Listing,Medium,Neutral,0.81,No,Counterfeit complaint forwarded to brand protection and legal team.,2023-10-18,10,No,5
